campaign_id,campaign_type,target_segment,region,product_category,season,budget,start_date,end_date,duration_days,impressions,clicks,ctr,conversions,conversion_rate,estimated_revenue
9eecc66e-5bdc-4b54-93f4-ea1898f1d69c,Influencer,Young Adults,East,Electronics,Fall,21615.861234615666,2023-02-20,2023-02-27,7,278996,39440,0.14136720836700425,3743,0.09492850646300659,638932.3101216452
dd8ec85d-192f-4ece-af75-b36af46358cb,TV,Young Adults,North,Fashion,Summer,58317.32318523565,2023-12-30,2024-02-05,37,535564,6296,0.01175674788644725,295,0.04686138116242823,150824.90106683446
29cb6a9c-3fe5-4cef-a60b-669d282ad272,Influencer,Seniors,South,Beauty,Summer,94291.31962637552,2023-02-24,2023-04-02,37,446261,49910,0.11184100323816741,613,0.01229314902186759,257296.4286841889
5a700ee6-be8d-4ed2-bafd-1a89c447bb80,TV,Parents,North,Home Decor,Winter,37751.69095085788,2023-09-01,2023-10-19,48,310190,16529,0.053289083114105726,492,0.029779472553835923,79409.2513184942
1f6fe84c-34b5-4f7c-afe2-2bec5cadd070,Influencer,Young Adults,South,Beauty,Winter,88258.70519732965,2023-11-16,2024-01-03,48,668176,41733,0.062458611795406536,3016,0.07228607358440753,297456.62316498114
cea4c51a-2f93-48d7-8ca9-e40149bc8dca,Influencer,Professionals,East,Fashion,Holiday,78768.60279209913,2023-05-11,2023-07-09,59,916708,69371,0.07567441649320858,1952,0.028145790892953576,121716.57990047772
03138096-ef88-49a4-a83d-b326c9bf2584,Social Media,Young Adults,Online,Books,Fall,32303.119861621617,2023-11-03,2023-12-13,40,629087,43879,0.06975073582443272,651,0.01485212129884505,365417.89931038604
3f9f2731-761d-4ffb-a34d-521ee6098556,Social Media,Young Adults,South,Fashion,Summer,13270.66734846182,2023-05-15,2023-05-30,15,583843,47931,0.08209632989749471,3143,0.06559355992552057,454938.4631814335
95000714-5467-4ab0-ba64-36bc45063146,Email,Parents,North,Books,Summer,19166.253862814447,2023-01-21,2023-02-18,28,849130,77721,0.09153064020360227,4403,0.05665193115347648,558046.4855405184
d8b4351a-a909-4758-9fb7-c58865aeedbe,Social Media,Professionals,North,Fashion,Winter,75564.45404626962,2023-11-25,2023-12-14,19,474673,35687,0.07518337067730937,2801,0.07851392524886082,735544.9314964112
6fd68a06-5afe-46e2-a0d3-632b3ede6a0b,TV,Young Adults,North,Beauty,Winter,27970.2764236582,2023-06-16,2023-07-17,31,613264,66366,0.10821889566853243,5278,0.07953682496897276,917812.9705391992
fb5ef70c-6468-4089-8a79-a7c29a15de24,Social Media,Parents,East,Fashion,Spring,43414.38284548544,2023-10-01,2023-11-24,54,190141,21030,0.11060423279789987,2027,0.0963941728408956,262935.7894655515
86c3a4e0-10f6-460f-91a7-7828c0210a7b,Email,Parents,West,Home Decor,Spring,55152.92494057823,2023-03-30,2023-04-23,24,477157,34188,0.07165028763966731,517,0.01513157896166849,274013.91214290756
d7261b9e-21da-4a72-ab1d-678417806262,Search Engine,Young Adults,North,Home Decor,Winter,75292.13516051465,2023-11-12,2024-01-08,57,393812,11792,0.0299448407321952,159,0.013509047783640551,98667.08525493796
880304ea-8c16-4d37-a7a0-07875d535865,TV,Students,North,Electronics,Spring,20190.810093321285,2023-01-14,2023-02-01,18,235183,23445,0.09968944898481716,2317,0.09884773432248947,257564.29116682234
0bb8fa81-f861-4cc2-9365-db3b5482333b,Search Engine,Students,South,Home Decor,Winter,46572.97647497153,2023-08-30,2023-10-15,46,517902,61223,0.11821393972909924,4165,0.06803630899272585,806126.5044924567
4d231336-dd3b-4d1f-bf8b-d662990899dc,TV,Seniors,Online,Home Decor,Winter,53656.56182284259,2023-09-22,2023-10-15,23,303623,30160,0.09933533296855294,2243,0.07438334857008143,382159.03923556756
bc0f3ed9-4269-4c5f-ba07-18384c50b65d,Email,Students,North,Books,Holiday,58674.43575743857,2023-12-12,2024-01-02,21,958824,88525,0.09232766721855418,1653,0.018683381776165162,276508.42030989355
39e591c8-fe02-4ada-a640-705dbeb2017f,Social Media,Students,East,Beauty,Spring,83652.4577255695,2023-02-22,2023-04-11,48,116490,4906,0.042117678772844884,79,0.016283142176350327,122274.14176443245
253f894c-aa96-4cc3-8665-98bd897e56f6,Search Engine,Parents,West,Beauty,Fall,25451.037553889524,2023-12-06,2023-12-27,21,528410,53009,0.10031918571469614,1294,0.02442282345421939,396239.3593789936
2e6ecfd3-3b64-47c3-8b20-fcfcfe984473,Search Engine,Parents,West,Books,Fall,82704.83066439601,2023-04-02,2023-04-23,21,874426,49737,0.05687987004066967,2409,0.04844760425177227,704878.0919152809
a0d4b142-1943-405c-80da-b3c483afb909,Social Media,Young Adults,West,Home Decor,Holiday,72359.0584926987,2023-09-21,2023-11-05,45,546732,75852,0.1387382407938599,1510,0.019915856445967814,447715.5937755218
d390d6ed-054c-477e-8ea3-6bcf4a8e1a3a,Email,Young Adults,East,Fashion,Fall,60028.37327790634,2023-02-04,2023-02-23,19,741507,75278,0.1015208129863973,3776,0.05017003663967452,641629.6512128689
8291e65d-97fd-4aab-aa6c-78dd1b88f659,Social Media,Parents,West,Books,Fall,72957.50833623146,2023-07-25,2023-08-17,23,581946,28483,0.048945154739162375,1724,0.060538231279120315,386298.52528826124
80ee06a1-6406-4f6c-9f66-00c6b95cb0f4,Influencer,Young Adults,West,Beauty,Holiday,47081.596505649075,2023-03-22,2023-04-29,38,668392,50937,0.07620976731095021,510,0.010029967109659716,77379.44357627712
99e05dd6-dfdd-4dbd-9977-fb9a9a06fad1,Influencer,Parents,South,Electronics,Summer,22455.78273713121,2023-02-19,2023-03-06,15,629604,80917,0.1285213786239062,1641,0.020282106771277973,817609.6792224569
9bac3282-01cb-475e-8bfe-1a1573d1c875,Influencer,Students,West,Beauty,Holiday,69918.87162388305,2023-12-26,2024-02-10,46,138130,7868,0.056964953165570646,344,0.043767567259109096,390642.3526979939
af53128c-7358-423b-acc4-d79d818ceeaa,Search Engine,Young Adults,South,Fashion,Holiday,57220.507601706006,2023-01-02,2023-01-28,26,563445,47082,0.08356167982133335,696,0.014799681342712015,389329.7959724197
42206600-b10e-4aab-bc3a-6745ff4f7481,Search Engine,Students,South,Beauty,Spring,67543.7320488498,2023-02-23,2023-03-27,32,469438,49363,0.10515379625521315,1086,0.02201760759809261,336780.91994051554
1857d73a-ce56-409a-ac6f-75e819a9aa97,Email,Seniors,South,Books,Fall,40419.8902925641,2023-04-16,2023-05-19,33,916386,105965,0.11563410743574382,3270,0.030861675141035903,451331.7940685764
d2a3da16-670c-4e48-81ac-9a5e7bd7b956,TV,Young Adults,East,Electronics,Fall,91617.99196058523,2023-09-17,2023-10-14,27,475581,16333,0.03434490450906428,794,0.04866412727508823,194094.09051189185
65cb6dbe-ef3a-4b92-816a-056272779fb3,Social Media,Parents,North,Beauty,Summer,62863.28817180193,2023-11-06,2023-11-30,24,245250,21857,0.08912132265482045,1624,0.07433534781430383,335549.7934280487
d8f9f02c-6830-408f-a0c9-982b5e0d5906,TV,Parents,Online,Books,Holiday,17686.223586178643,2023-07-10,2023-07-29,19,282235,38866,0.13770798606946819,852,0.021941975064326134,51494.915105059976
52bb471f-2693-48be-9273-b61f754cf0b9,Search Engine,Seniors,West,Books,Winter,50482.35916339858,2023-08-06,2023-08-28,22,687453,100072,0.14557036941135715,7647,0.07641627147183991,992670.8707256494
7feddc77-0dbe-44b7-a551-dd3f16bc6516,Social Media,Parents,Online,Books,Summer,78072.04492692709,2023-02-13,2023-02-28,15,504696,51408,0.10186030595831014,4470,0.08695546567454987,567042.0351587866
2556a1f3-2312-401c-b911-67ddf3457f4a,Search Engine,Students,North,Electronics,Summer,81472.11055590451,2023-06-11,2023-06-29,18,820799,121242,0.14771251258239798,8321,0.06863308901967101,1123201.6689422342
a4726aad-2686-4330-bc82-3f43bfc700b3,Email,Parents,South,Books,Fall,54513.73474873829,2023-07-21,2023-09-09,50,537090,48285,0.0899029348566597,672,0.013935312588501803,494875.0453073848
752e4f6a-6f81-4096-8d51-60c038991ee9,Social Media,Seniors,South,Electronics,Fall,90527.2813748171,2023-09-27,2023-11-10,44,859893,61881,0.07196470416933065,3072,0.04965883182346972,525392.3412095993
c9f7cded-6b42-446a-976c-fea44c58c851,Search Engine,Professionals,South,Fashion,Fall,34090.159347486784,2023-12-17,2024-01-11,25,691063,60276,0.08722224425275442,4183,0.06940594014701498,823159.1052704061
64204dae-af9e-4f9b-aefe-c1d43c4ad7f5,Influencer,Professionals,South,Fashion,Fall,46953.88275144399,2023-10-31,2023-11-13,13,499782,13094,0.026199735196893094,1284,0.09806618211465812,136599.06977757518
eec90613-8da4-41cc-8491-000acc3532c1,Influencer,Students,West,Fashion,Summer,90873.7219512073,2023-09-28,2023-11-08,41,447455,29639,0.06624022875595428,2835,0.09566275492623182,373589.92707509606
23e84339-4bff-4452-8ecb-5238fd1cd3cf,Search Engine,Professionals,North,Books,Holiday,90663.1044824421,2023-08-03,2023-09-26,54,595733,44189,0.074176707424274,2015,0.045613283899592696,394052.44962648343
472a8d31-99b3-4290-bf55-5b29ccd3de81,TV,Parents,North,Electronics,Fall,71714.14919422127,2023-09-09,2023-10-03,24,677437,87259,0.12880789182093694,5709,0.06543379650025834,889725.8631762814
b48ab891-4d19-49b6-87d6-9527a7035220,Email,Seniors,North,Fashion,Spring,87308.24924099981,2023-07-09,2023-07-31,22,434705,50517,0.1162108029839426,4555,0.09017336326254266,489453.1695850878
a6f63a85-69a1-4f2c-83dd-bb5f239ffed7,Email,Students,Online,Home Decor,Summer,17989.59402606094,2023-10-23,2023-12-07,45,512639,48290,0.0941997219314721,4094,0.08479416226385769,618049.5565807633
199b5c25-6ad3-4627-9b0a-18d880b31508,Search Engine,Professionals,South,Fashion,Winter,87849.54785869987,2023-08-01,2023-08-11,10,714998,41912,0.05861881288267779,2227,0.05314796507014748,240421.69801141345
66488980-36c2-4d42-b6a9-3efab48809f4,Email,Parents,East,Books,Winter,38855.791589520406,2023-07-27,2023-08-27,31,192199,6954,0.036184841996971986,233,0.033511719780246106,347344.54709785583
412e51f7-ceb4-4763-ac8b-2e79a66ab859,Social Media,Parents,North,Home Decor,Holiday,26049.836118539468,2023-08-25,2023-10-02,38,265024,15553,0.05868710292804791,347,0.022338995211894967,19939.1306645765
e85c08b0-46de-4cae-b085-cef8b60ecec2,Email,Young Adults,Online,Beauty,Summer,31543.28527078417,2023-12-04,2024-01-19,46,651614,68531,0.10517256993427844,3695,0.053918213957493334,718929.620254132
da172edf-d029-4cfc-a66b-9ef1d18fe832,Influencer,Young Adults,West,Home Decor,Summer,47617.16572124984,2023-02-22,2023-03-13,19,131139,6140,0.04682529187190463,460,0.07505612878089603,7577.240022992381
50365419-b4b0-4bda-afcd-cc08db699d04,Search Engine,Seniors,South,Beauty,Summer,32607.28041440205,2023-10-07,2023-11-27,51,817463,57029,0.06976413739928322,5547,0.09727927418946394,944246.963750542
3c1c0338-8044-4bf5-98a6-d1cddd7cd5d2,Social Media,Students,Online,Home Decor,Spring,38851.08274148491,2023-08-05,2023-08-28,23,605950,38870,0.06414783288343548,3403,0.087563341434078,416105.34758948605
dbe16fd6-c8bd-4e08-98a0-eb1fbfc2d290,Email,Professionals,East,Electronics,Spring,22148.063746447788,2023-09-09,2023-11-03,55,291929,34209,0.11718260893074842,970,0.02838168597233455,200118.77759614796
8f8912f1-c12d-431a-922e-1247445f6f60,Influencer,Professionals,East,Home Decor,Fall,36655.90890030986,2023-07-07,2023-08-19,43,435782,58277,0.1337301887164202,4357,0.0747800314140223,585212.817173609
cdf0c6f6-10d0-48de-9897-7c7eebe8b80c,TV,Parents,West,Fashion,Winter,61505.54330878011,2023-02-10,2023-02-22,12,434796,46919,0.10791193395353675,1689,0.03601911284725874,294366.756962709
09744f43-5567-4ad3-ac6d-287362a49db0,Email,Professionals,North,Beauty,Spring,49766.83372819576,2023-06-06,2023-07-01,25,637225,36847,0.057824316530624774,2635,0.07151253349902369,192151.8265440675
3ab794b4-eb29-4933-aead-61deb33701ed,Influencer,Seniors,North,Beauty,Winter,41204.688511232,2023-01-15,2023-02-03,19,358006,25291,0.0706447868566242,1768,0.06992249144146954,169513.50617846765
5702da46-6d8b-495c-beb1-80fc99c041ac,Influencer,Young Adults,Online,Fashion,Summer,77180.69159714026,2023-10-28,2023-11-29,32,916593,27561,0.030069021567520997,951,0.034518754263298736,301061.31591208046
37e4819e-53ac-4ee9-92f1-7c0d87fa9a14,Influencer,Parents,Online,Electronics,Spring,90415.89742539861,2023-03-06,2023-03-26,20,972288,32604,0.03353364268732537,1013,0.03109497581955578,358697.8555468818
83927c62-a85b-4bf9-908c-cf8cf8891577,Influencer,Students,North,Home Decor,Winter,78111.03006121573,2023-12-11,2024-01-17,37,609603,20117,0.0330009594537121,389,0.019354398633003325,-11886.725292137562
eaacb1b2-b130-4f8d-9886-72bfcb066bd7,TV,Parents,North,Electronics,Spring,39880.06319059113,2023-11-23,2023-12-03,10,432187,12223,0.028282090058583426,177,0.014548567312416404,-8308.014691513032
80992d2d-ed63-465b-9b36-4591e7432434,Search Engine,Professionals,Online,Fashion,Summer,76999.79510537983,2023-01-09,2023-02-23,45,770095,27062,0.035141371991278224,2361,0.0872605952970824,368897.31704491266
d5599301-2a20-4731-a574-2d778f3d29af,Influencer,Seniors,South,Home Decor,Summer,23678.21642266461,2023-12-10,2023-12-24,14,159919,6137,0.038376348360970064,88,0.014486445517153751,56186.37273630935
0637aea0-8855-4a28-a675-30581a825a35,Search Engine,Students,East,Fashion,Summer,21728.618928216183,2023-05-09,2023-06-09,31,444199,11397,0.02565843213166861,204,0.017986704987260273,139470.14612142998
b23f4ac7-ea0b-4023-ba7b-8e0e08f587ea,TV,Parents,East,Beauty,Fall,41106.4333332543,2023-05-16,2023-06-04,19,560777,55873,0.09963650106379177,1759,0.03149668318313799,520491.7833530775
c2ee990d-71e6-486f-834a-b90209c0a340,TV,Professionals,West,Beauty,Winter,82693.21321396514,2023-03-04,2023-04-11,38,971887,144477,0.14865621484150793,12986,0.08988924956160485,1800182.7938452312
79647c21-e93c-4ec0-bd37-cf56feb02bb3,Social Media,Parents,East,Beauty,Fall,32171.342251807167,2023-05-19,2023-07-02,44,530838,70647,0.13308614425131585,2823,0.03996463243799722,350831.93667251326
62ae644c-600c-4bc1-8bfa-75cb6844dac9,Social Media,Students,Online,Books,Holiday,15692.806800881162,2023-03-22,2023-05-05,44,400279,6558,0.01638438133565207,178,0.027261960171093294,166279.0536903165
b500f467-106b-4945-ac58-ec6db5c42074,Influencer,Professionals,South,Books,Holiday,21853.85816857196,2023-06-12,2023-07-16,34,791018,54760,0.06922823328754146,4074,0.07439999462155857,742025.615798573
1ab72eae-1d2b-413a-8dd5-2cf643335709,Search Engine,Young Adults,Online,Beauty,Spring,87287.04716766221,2023-10-16,2023-12-14,59,971109,126538,0.1303034810925881,4899,0.03871627793818172,661378.9688358286
a6f10c48-a4ce-4737-9516-27a47ac711cd,TV,Students,North,Books,Spring,67040.49562725588,2023-09-18,2023-10-24,36,391840,11306,0.0288544745188795,452,0.040002997426857666,197048.6249360956
3d85f2bc-4cf3-44c7-ab27-83d072fbb4fc,Email,Young Adults,North,Books,Spring,32788.1047032979,2023-08-19,2023-08-28,9,234845,30217,0.12867032053128596,2311,0.07650789363446825,532202.8903168808
da00cae1-e4a3-4cf2-b6d1-7f883218d65a,Social Media,Young Adults,East,Fashion,Fall,59976.62427953632,2023-02-10,2023-03-16,34,124956,11618,0.09297808929730589,379,0.03264875340474753,5953.310209969059
f32443e9-b812-4785-a64d-4186e0dc75c3,Social Media,Professionals,South,Home Decor,Summer,57482.16601828153,2023-01-28,2023-02-06,9,902251,126659,0.14038179736345566,11489,0.09070840429350631,1644004.4974113875
6a6dcadd-8a21-432f-b120-361f28169559,Email,Parents,West,Beauty,Spring,68989.23805965952,2023-05-15,2023-07-05,51,363672,48239,0.1326454759970195,2919,0.06052795101985108,360155.6679974419
c0c308a6-2b58-4780-927f-4d2a1649b652,Search Engine,Parents,Online,Books,Spring,30986.87989794547,2023-07-20,2023-08-29,40,489925,51336,0.10478480508822044,2998,0.058404854005517266,423608.0874914392
5530fdac-be54-4b54-8e5f-09aa013cf1b6,Search Engine,Seniors,West,Fashion,Holiday,87796.2688474958,2023-11-24,2023-12-16,22,186491,19039,0.10209517238217736,644,0.033827701155958866,33088.723906071245
97ebb236-ff51-4a09-8188-5ce21f4dcbca,Search Engine,Students,West,Fashion,Summer,37843.17058720115,2023-09-25,2023-10-23,28,144588,5760,0.03984298833486714,490,0.08515849061169331,182976.78766889684
b968c598-90f9-4e34-8f8b-c36d447970ce,Influencer,Students,West,Home Decor,Fall,72471.84885786132,2023-02-02,2023-03-12,38,301657,7947,0.026345415402121194,489,0.06154745957843513,234881.9440858292
efe19f21-166b-422e-a90b-27dbf5eb8022,Influencer,Professionals,West,Fashion,Summer,11451.21817349934,2023-02-17,2023-04-02,44,199152,13573,0.06815508019563177,325,0.02399648931147034,145049.60460909334
91f54b86-6159-45d8-96cd-4d98af2644ca,Email,Professionals,Online,Electronics,Holiday,43539.141690473254,2023-03-03,2023-03-17,14,752160,27168,0.03612120552903746,776,0.028566841352028638,294053.87942196196
5a3d37a8-c549-4cd9-9e85-65212ff48ffb,TV,Seniors,North,Electronics,Fall,41653.88361629275,2023-08-04,2023-08-18,14,513727,12503,0.024338340474886252,651,0.05214303179385793,251512.92797990466
b9916425-17a8-404b-a6de-b5d517564cf1,Email,Seniors,Online,Beauty,Winter,58913.5985724713,2023-10-20,2023-11-01,12,896551,46912,0.05232574265820509,3760,0.08016776401747497,771617.889824058
55937c73-118b-4ac7-a7e2-d32d69a579bb,TV,Young Adults,North,Home Decor,Spring,16546.263559947685,2023-04-09,2023-04-29,20,438037,57150,0.13046859199153077,5402,0.09453657462552642,626998.653827602
51888141-d8e3-4fe7-b2c1-1dca264daba1,Email,Seniors,North,Electronics,Fall,81111.82363534975,2023-06-21,2023-07-29,38,116167,1440,0.012400741562570572,100,0.06971487673392522,-319634.5015510623
c0550c31-11a8-4459-af8c-e312f1f1963d,Influencer,Parents,Online,Home Decor,Holiday,29600.272159081167,2023-12-26,2024-02-05,41,811863,41380,0.050969275441104585,2298,0.05555289246024684,327305.2644144996
58bbeee2-c962-426e-a09c-4cc48411006b,Search Engine,Young Adults,Online,Beauty,Summer,70933.40333938092,2023-08-02,2023-08-18,16,210782,14621,0.0693673059300289,476,0.03256587797608222,70065.90353732732
828759d5-a9a9-42cd-bd14-aaf0ad8de5e4,Social Media,Seniors,Online,Fashion,Fall,82289.09109196838,2023-02-04,2023-02-13,9,581005,47340,0.0814797649461401,3340,0.07055811644101746,645742.4996530917
539ab4b6-1f53-4814-9aed-c8b7318042e3,Email,Parents,North,Fashion,Holiday,60568.92606173618,2023-08-15,2023-09-02,18,230775,8174,0.03542085117361849,804,0.09840157802681566,-195271.1971887175
0d05d202-1018-4002-b61d-705f6db2fd59,Email,Parents,Online,Fashion,Fall,76679.48860497869,2023-04-11,2023-06-05,55,134889,19557,0.14499082797732435,1033,0.05286002279853116,237742.09271646425
6c8a5ecd-3e93-46cd-99c0-666f1005d4e5,Social Media,Young Adults,South,Electronics,Spring,69567.4280993505,2023-05-11,2023-06-17,37,407822,37129,0.09104222610010651,913,0.02459276910009059,440810.61434870184
5649052a-72f7-4932-8f26-e9c58c41c074,Email,Young Adults,East,Home Decor,Summer,41997.68174368069,2023-09-14,2023-10-19,35,326406,27122,0.08309547658798616,523,0.01930065233087607,159447.80848118063
3b85ce69-7ba7-47e5-9d5d-7f7234e5bc57,Search Engine,Parents,East,Electronics,Summer,82797.26851302087,2023-01-05,2023-01-16,11,684550,7691,0.011235162450247763,263,0.03423305643390833,206571.7595380569
69d97f47-db9e-48f6-81a8-0a3682330372,Social Media,Professionals,South,Books,Fall,36523.12328969751,2023-08-06,2023-10-03,58,235753,18388,0.07800015311544098,1126,0.06124978171191192,82350.9417814679
